,Name,Actual_Postion,Predicted_Postion
3002,I. Sosa,RM,LM
3003,B. Jones,GK,GK
3004,L. Ulloa,ST,ST
3005,Bebé,LM,RM
3006,O. Fink,CM,CDM
3007,A. Shunin,GK,GK
3008,A. Büyük,LM,ST
3009,T. Elyounoussi,ST,LM
3010,C. Daniels,LB,LB
3011,T. Krul,GK,GK
3012,A. Eschenko,RB,RB
3013,N. Spolli,CB,CB
3014,F. Forster,GK,GK
3015,M. Jensen,CM,CM
3016,E. Alfonso,GK,GK
3017,L. Grabban,ST,ST
3018,K. McDonald,CDM,CDM
3019,D. McCarty,CDM,CDM
3020,J. Vossen,ST,ST
3021,D. Tošić,CB,CB
3022,L. Burián,GK,GK
3023,C. Marrugo,CAM,CAM
3024,Marco Rocha,GK,GK
3025,A. Beck,RB,LB
3026,J. Babin,CB,CB
3027,P. Karlsson,CB,CB
3028,A. Oukidja,GK,GK
3029,D. Ba,ST,ST
3030,S. Prödl,CB,CB
3031,K. Monnet-Paquet,LM,RM
3032,M. Vrančić,CM,CM
3033,L. Nguyen,CAM,CAM
3034,F. Peluso,CB,CB
3035,E. Pieters,LB,RB
3036,Mosquera,CDM,CDM
3037,F. Forestieri,ST,CAM
3038,E. Insúa,LB,LB
3039,S. Vokes,ST,ST
3040,E. Vecchio,CM,CAM
3041,R. Sigurðsson,CB,CB
3042,Luisinho,LB,LB
3043,O. Kúdela,CB,CB
3044,R. Řezník,RB,RB
3045,T. Hořava,CM,CM
3046,Fernando Boldrin,CAM,CAM
3047,J. Johansson,CM,CDM
3048,L. Mabiala,CB,CB
3049,R. Bengtsson,CB,CB
3050,V. Torosidis,RB,RB
3051,M. Yanga-Mbiwa,CB,CB
3052,T. Matavž,ST,ST
3053,F. Kudryashov,CB,RB
3054,A. Hruška,GK,GK
3055,V. Stocker,LM,CAM
3056,Paulo Vinícius,CB,CB
3057,Víctor Díaz,RB,RB
3058,J. Howson,CM,CDM
3059,Fran Mérida,CDM,CDM
3060,J. Molina,CDM,CDM
3061,A. Grünwald,CAM,CAM
3062,R. Bennett,CB,CB
3063,G. Margreitter,CB,CB
3064,J. Pied,RB,LB
3065,M. Donald,CDM,CDM
3066,J. Kana-Biyik,CB,CB
3067,Licá,LW,LM
3068,Castro,CAM,CM
3069,C. Basham,CB,CB
3070,Djalma,LM,RM
3071,L. Rossettini,CB,CB
3072,V. Fiorillo,GK,GK
3073,S. Ribas,ST,ST
3074,Diego Ângelo,CB,CB
3075,G. Kakuta,RM,LM
3076,L. Fer,CDM,CDM
3077,J. Ward,RB,RB
3078,René,GK,GK
3079,Juan Cala,CB,CB
3080,S. Di Carmine,ST,ST
3081,S. Johansen,CM,CM
3082,D. Moreno,ST,ST
3083,P. Mpoku,RM,CAM
3084,Wallace,CB,CB
3085,R. Rodelin,CAM,ST
3086,Dani Pacheco,LM,CAM
3087,R. Salinas,RB,LB
3088,Serey Dié,CDM,CDM
3089,M. Estigarribia,LM,LM
3090,J. Livermore,CM,CDM
3091,J. Kodjia,ST,ST
3092,A. Gunnarsson,CDM,CDM
3093,Caiuby,LM,ST
3094,Saúl Berjón,LM,LM
3095,Nélson Oliveira,ST,ST
3096,J. Urretaviscaya,RW,LM
3097,Daniel Candeias,RW,LM
3098,O. Şahan,LM,CAM
3099,J. Kovařík,LM,LM
3100,Rogerinho,CAM,LM
3101,V. Wormgoor,CB,CB
3102,V. Manceau,RB,CDM
3103,Oier,CDM,CDM
3104,B. Sigurðarson,ST,ST
3105,N. Krstičić,CM,CDM
3106,Etxeita,CB,CB
3107,S. Frei,GK,GK
3108,A. Ríos,CDM,CDM
3109,Y. Öztekin,LM,RM
3110,J. Boye,CB,CB
3111,K. Wilczek,ST,ST
3112,E. Zukanović,CB,CB
3113,L. Orbán,CB,CB
3114,H. Barcos,ST,ST
3115,V. Ignatiev,RB,RB
3116,Paulinho,LW,ST
3117,G. Arlauskis,GK,GK
3118,M. Stiepermann,CAM,CM
3119,Juan Villar,ST,ST
3120,M. Lestienne,LW,CAM
3121,C. Pantilimon,GK,GK
3122,S. Polter,ST,ST
3123,M. Le Marchand,CB,CB
3124,E. Schelotto,RB,LB
3125,A. Pulido,ST,ST
3126,M. Klich,CM,CM
3127,V. Le Goff,LB,RB
3128,F. Pisacane,CB,CB
3129,Douglas,RB,LB
3130,F. Bardi,GK,GK
3131,F. Diagne,CB,CB
3132,N. Tomović,CB,CB
3133,S. Okazaki,CAM,CAM
3134,Juan Carlos,GK,GK
3135,J. Vuković,CB,CB
3136,Suk Hyun Jun,ST,ST
3137,E. Paredes,ST,ST
3138,S. Gürler,RM,LM
3139,M. Pack,CDM,CDM
3140,Gabriel Silva,LB,LB
3141,Arribas,CB,CB
3142,Samu Sáiz,CAM,CAM
3143,Guerrero,ST,ST
3144,G. Cunningham,LB,LB
3145,Germán,CB,CB
3146,Raul García,LB,LB
3147,M. Autret,CAM,LM
3148,A. Ujah,ST,ST
3149,J. Toledo,ST,ST
3150,V. Pajot,CM,CDM
3151,Aday Benítez,LWB,RB
3152,Luna,LB,RB
3153,A. Bamba,RB,RB
3154,M. Rzatkowski,CM,CDM
3155,B. Linssen,ST,ST
3156,P. Chavarría,ST,ST
3157,M. Aguirregaray,RB,RB
3158,B. Bereszyński,RB,LB
3159,J. Cuevas,RW,RM
3160,Vicente Gómez,CM,CDM
3161,A. Özbiliz,RW,LM
3162,S. García,CB,CB
3163,B. Douglas,LB,LB
3164,T. Melia,GK,GK
3165,B. Stancu,ST,ST
3166,André Martins,CM,CM
3167,O. Sorg,RB,RB
3168,B. Dejaegere,CM,LB
3169,I. Strinić,LB,RB
3170,M. Frydrych,CB,CB
3171,P. Ntep,LM,RM
3172,N. Nikolić,ST,ST
3173,N. Benezet,LM,LM
3174,O. John,RM,LM
3175,M. Knoll,CDM,CB
3176,Patric,ST,ST
3177,A. Flint,CB,CB
3178,Jota,RW,CAM
3179,Álex Martínez,LB,LB
3180,O. Kragl,LM,LM
3181,G. Hauche,LM,CAM
3182,F. Lucioni,CB,CB
3183,Hervías,RM,LM
3184,Nildo Petrolina,LM,LM
3185,Iván Sánchez,RM,RM
3186,D. Ndongala,RW,RM
3187,Edigar Junio,ST,ST
3188,S. Sosa,GK,GK
3189,L. Ceppitelli,CB,CB
3190,E. Berg,CB,CB
3191,K. Coulibaly,ST,ST
3192,T. Dingomé,CAM,CM
3193,R. Bezus,CAM,CAM
3194,Roberto Torres,RM,CAM
3195,M. Hedges,CB,CB
3196,S. Andersson,ST,ST
3197,M. Bolaños,RM,RM
3198,M. Dituro,GK,GK
3199,O. Niasse,ST,ST
3200,R. Zozulya,ST,ST
3201,P. Ankersen,RB,RB
3202,Romarinho,ST,LM
3203,Gerso,LW,RM
3204,S. Doukara,ST,ST
3205,S. Al Dawsari,LM,RM
3206,V. Laurini,RB,LB
3207,Víctor Rodríguez,LM,CAM
3208,A. Maxim,CAM,CAM
3209,Pedro Santos,RM,LM
3210,P. Hurtado,CAM,CAM
3211,G. Lapadula,ST,ST
3212,Álex Gallar,RM,LM
3213,J. Gondorf,CM,CM
3214,A. Jahović,ST,ST
3215,Kim Seung Dae,ST,RM
3216,L. Depoitre,ST,ST
3217,M. Kanazaki,ST,ST
3218,Puertas,LM,RM
3219,Arsénio,RW,RM
3220,A. del Valle,ST,ST
3221,E. Pavez,CM,CDM
3222,D. Asprilla,ST,LM
3223,F. Hinestroza,LM,LM
3224,A. Correa,CB,CB
3225,S. Mendoza,LM,RM
3226,S. Medina,RB,RB
3227,S. Cárdenas,CAM,CAM
3228,V. Ayala,CM,CDM
3229,N. Pasquini,LB,LB
3230,G. Lezcano,RM,ST
3231,F. Lértora,CDM,CB
3232,L. Jara,RB,RB
3233,A. Di Gaudio,LW,LM
3234,A. Plata,RW,RM
3235,K. Waston,CB,CB
3236,A. Godoy,CDM,CDM
3237,G. Haraguchi,RM,LM
3238,F. Sánchez,RB,RB
3239,S. Vittor,CB,CB
3240,A. Mosquera,CB,CB
3241,M. Pisano,RW,LM
3242,D. Delgado,RM,RM
3243,J. Cristaldo,ST,ST
3244,F. Melchiorri,ST,ST
3245,M. Barrios,RM,RM
3246,T. Zwane,LW,CAM
3247,R. García Guerreño,CB,CB
3248,A. Ibargüen,LM,RM
3249,Cesinha,LW,CAM
3250,Xavier,LW,LM
3251,Andrei Girotto,CDM,CDM
3252,J. Laso,CB,CB
3253,Jaim Abra,GK,GK
3254,Freder Cabral,GK,GK
3255,Juli Piresinho,RB,LB
3256,Vinicius Cardenha,RB,RB
3257,Ailton Valpaços,CB,CB
3258,Juliano Mascarinhas,CDM,CDM
3259,Gustavo Lobateiro,CAM,LM
3260,Evandro Rochedo,ST,ST
3261,Michel Cruceiro,CDM,CDM
3262,Pierrino Faria,GK,GK
3263,Nivo Serpinho,GK,GK
3264,Oswaldito Cuba,LB,RB
3265,Mauro Cildinho,RB,RB
3266,Édundo Oliveira,CB,CB
3267,Paolito Serra,CB,CB
3268,Pietrson Mendes,CAM,LM
3269,Luis Couprins,CDM,CDM
3270,Marcos Paneira,CDM,CB
3271,Gus Outomouro,ST,ST
3272,Benjamin Meseira,RB,RB
3273,C. de Pena,LM,RM
3274,N. Skubic,RB,RB
3275,C. Peralta,ST,ST
3276,R. Morioka,CAM,CAM
3277,M. Higashiguchi,GK,GK
3278,T. Shiotani,LB,RB
3279,D. Zabala,RM,LM
3280,B. Dibassy,LB,RB
3281,E. Karaca,RM,CAM
3282,D. Liénard,CM,CAM
3283,Douglas Armeira,RB,RB
3284,M. Taremi,ST,ST
3285,A. Alfárnez,ST,ST
3286,V. Sabanter,CDM,CDM
3287,E. Lardero,ST,ST
3288,T. Almada,CAM,CAM
3289,A. Davies,LM,LM
3290,Y. Verschaeren,CAM,CAM
3291,J. Dilrosun,LM,RM
3292,A. Claude Maurice,LM,CAM
3293,B. Soumaré,CM,CDM
3294,R. Nelson,RW,RW
3295,Jota,LM,LM
3296,D. Lainez,RM,RM
3297,M. Aarons,RB,RB
3298,Tete,LM,RM
3299,D. James,LM,LM
3300,S. Longstaff,CM,CM
3301,A. Bastoni,CB,CB
3302,M. Cuisance,CM,CAM
3303,D. Man,RM,ST
3304,Nuno Tavares,LB,LB
3305,M. Mehlem,CAM,CAM
3306,B. Cufré,LB,LB
3307,J. Lewis,LB,LB
3308,Ayrton,LB,LB
3309,F. Tomori,CB,CB
3310,Diogo Leite,CB,CB
3311,I. Gómez,CDM,CDM
3312,O. Ejaria,CM,CM
3313,A. Caci,CB,CB
3314,J. Torunarigha,CB,CB
3315,G. Togni,LW,LM
3316,S. Żurkowski,CM,CDM
3317,A. Olsen,RW,ST
3318,N. González,ST,RM
3319,C. Dagba,RB,LB
3320,P. Schuurs,CB,CB
3321,C. Gakpo,RW,RM
3322,T. Băluță,CDM,CDM
3323,Aihen Muñoz,LB,RB
3324,S. Scuffet,GK,GK
3325,S. Luperto,CB,CB
3326,J. Komar,CB,CB
3327,J. Boga,LM,LW
3328,Jorge Sáenz,CB,CB
3329,S. McKenna,CB,CB
3330,B. Tetteh,ST,ST
3331,Léo Duarte,CB,CB
3332,Lucas Fernandes,CM,CAM
3333,G. Kobel,GK,GK
3334,F. Ballo-Touré,LB,LB
3335,L. Vido,ST,ST
3336,K. Galanopoulos,CDM,CDM
3337,K. Rüegg,RB,RB
3338,O. Alderete,CB,CB
3339,Manu Morlanes,CM,CM
3340,H. Türkmen,CB,CB
3341,M. Targett,LB,LB
3342,J. Onguéné,CB,CB
3343,Adrián Marín,LB,LB
3344,J. Murillo,RW,LW
3345,F. Ayé,ST,ST
3346,Ronaldo Vieira,CDM,CDM
3347,L. Abram,CB,CB
3348,E. Atuesta,CDM,CDM
3349,S. Vasiliadis,CM,CM
3350,D. Lischka,CB,CB
3351,A. Cerri,ST,ST
3352,S. Guirassy,ST,ST
3353,E. Fernandes,CM,CDM
3354,S. Vegas,CB,CB
3355,S. Posch,CB,CB
3356,D. Verde,RM,LM
3357,Léo Jardim,GK,GK
3358,M. Fares,LM,LB
3359,S. Adegbenro,LW,LM
3360,I. Mbenza,ST,RM
3361,A. Dioussé,CM,CDM
3362,E. Mor,LW,LW
3363,A. Peñaranda,ST,ST
3364,L. Mühl,CB,CB
3365,G. Escobar,LB,RB
3366,M. Maolida,LW,ST
3367,B. Tekpetey,RM,LM
3368,M. Murillo,RB,RB
3369,E. Rexhbeçaj,CM,CM
3370,D. Limnios,LM,RM
3371,I. Nedelcearu,CB,CB
3372,B. Samudio,LM,ST
3373,Brandon Thomas,ST,ST
3374,B. Davies,CB,CB
3375,Fábio Cardoso,CB,CB
3376,B. Cortés,GK,GK
3377,F. Vicari,CB,CB
3378,Saúl,LB,LB
3379,J. Brownhill,CM,CM
3380,O. Govea,CDM,CDM
3381,C. Gruezo,CDM,CDM
3382,A. Leya Iseka,ST,ST
3383,R. Gudiño,GK,GK
3384,J. Drommel,GK,GK
3385,Sergi Palencia,RB,RB
3386,A. Montero,GK,GK
3387,A. Calabresi,CB,CB
3388,E. Kwateng,RB,RB
3389,R. Canouse,CDM,CDM
3390,R. Sallai,LM,RM
3391,O. Etebo,CM,CDM
3392,D. Lamkel Zé,RM,RM
3393,J. Schouten,CDM,CDM
3394,Marc Cardona,ST,ST
3395,I. Pettersson,GK,GK
3396,J. Léa Siliki,CM,LB
3397,N. Reniero,ST,ST
3398,L. Singh,RW,LM
3399,Nacho Vidal,RB,LB
3400,M. Sáček,CM,CDM
3401,D. Vavro,CB,CB
3402,D. Nedelcu,CDM,CDM
3403,Heriberto Tavares,LM,ST
3404,Vinícius,ST,ST
3405,M. Suárez,RWB,CB
3406,B. de Nooijer,LB,RB
3407,A. Musrati,CDM,CDM
3408,A. González,CM,LM
3409,A. Barison,CB,CB
3410,A. Halilović,RW,CAM
3411,E. Ofori,CM,CDM
3412,Carlos Júnior,LW,LM
3413,E. Koulouris,ST,ST
3414,B. Manuel,LW,LM
3415,Z. Kalmár,CAM,CAM
3416,O. Çınar,RM,RM
3417,S. Bastien,CM,CM
3418,S. Amrabat,CM,CDM
3419,J. Otero,RM,ST
3420,D. Crowley,CAM,CAM
3421,M. Moreno,LW,RM
3422,A. Bobichon,CM,CAM
3423,Diego González,CB,CB
3424,J. Harper,ST,ST
3425,Aitor,RW,CAM
3426,A. Murgia,CM,CDM
3427,K. Tsimikas,LB,LB
3428,Y. Suzuki,ST,ST
3429,J. Sánchez,LB,RB
3430,Domingos Duarte,CB,CB
3431,Gelson Dala,ST,ST
3432,Santi Comesaña,CM,CDM
3433,J. Rodríguez,CDM,CDM
3434,B. Srarfi,RW,CAM
3435,L. Koutris,LB,LB
3436,L. Kalvach,CDM,CDM
3437,C. Doukouré,CDM,CDM
3438,J. Murphy,LM,RM
3439,S. Tibbling,CM,CM
3440,B. Osborn,LWB,LB
3441,C. Jean,RM,LM
3442,M. Grimes,CM,CDM
3443,J. Jones,LM,RM
3444,I. Fossum,CM,CM
3445,B. Bolingoli,LB,RB
3446,D. Sinkgraven,LB,CM
3447,J. De Sart,CDM,CDM
3448,D. Ndong,CDM,CDM
3449,S. Perica,ST,ST
3450,E. Horvath,GK,GK
3451,David Costas,CB,CB
3452,M. Kanno,CDM,CDM
3453,F. Mattiello,RM,LB
3454,L. Mazzitelli,CM,CDM
3455,Vigaray,RB,LB
3456,P. Michorl,CM,CDM
3457,C. Akolo,RM,RM
3458,S. Prevljak,ST,ST
3459,Juan Muñoz,ST,ST
3460,J. Pollersbeck,GK,GK
3461,J. Butez,GK,GK
3462,M. Gakpa,CM,CAM
3463,Nuno Santos,LW,LM
3464,J. Kouassi,LW,ST
3465,C. Ikonomidis,ST,LM
3466,M. Malyshev,CDM,CDM
3467,K. Pedersen,LWB,RB
3468,A. Diakhaby,RW,ST
3469,N. Ampomah,LM,LM
3470,Carlinhos,ST,ST
3471,Jandrei,GK,GK
3472,M. de los Santos,CB,CB
3473,B. Acosta,CM,CM
3474,A. Besedin,ST,ST
3475,A. Čermák,CAM,CAM
3476,G. Fernández,ST,ST
3477,M. Ducksch,ST,ST
3478,A. Hoffmann,CB,CB
3479,S. Ortega,GK,GK
3480,N. Powell,CAM,CAM
3481,T. Kalas,CB,CB
3482,D. Fagundez,CAM,LM
3483,M. Franke,CB,CB
3484,M. Bettinelli,GK,GK
3485,Iván López,RB,LB
3486,P. Bamford,ST,ST
3487,Q. Beunardeau,GK,GK
3488,C. Benavente,CAM,CAM
3489,K. Peterson,LM,ST
3490,R. Azeez,CDM,CDM
3491,U. Radaković,CB,CB
3492,S. Dimitrievski,GK,GK
3493,J. Swift,CAM,CAM
3494,S. Moreira,RB,RB
3495,S. Gustafson,CM,CM
3496,P. Díaz,CB,CB
3497,S. Schonlau,CB,CB
3498,A. Allione,RM,RM
3499,P. Gerkens,CAM,CM
3500,Erik,ST,ST
3501,M. Oikonomou,CB,CB
3502,J. Elez,CB,CB
3503,Dani Calvo,CB,CB
3504,V. Karavaev,RB,LB
3505,S. Khaoui,CAM,CAM
3506,A. Mendy,ST,ST
3507,M. Bani,CB,CB
3508,J. Dompé,LW,LM
3509,Carlos Embaló,LM,LM
3510,C. Espinoza,RM,LM
3511,Ivo Rodrigues,LM,LM
3512,Anderson Lopes,ST,ST
3513,L. Kleinheisler,CAM,LM
3514,S. Juklerød,LB,RB
3515,N. Dovedan,CF,LM
3516,P. Hamel,ST,ST
3517,N. Sangaré,RB,RB
3518,F. Eboa Eboa,CB,CB
3519,D. Jensen,GK,GK
3520,A. Najar,RB,LB
3521,B. Martins Indi,CB,CB
3522,M. Ozdoev,CM,CDM
3523,M. Bešić,CM,CDM
3524,F. Sørensen,CB,CB
3525,H. Van Der Bruggen,CDM,CDM
3526,M. Møller Dæhli,LM,CAM
3527,J. Bahebeck,ST,LM
3528,B. Assombalonga,ST,ST
3529,I. Diomandé,CDM,CDM
3530,F. Veseli,CB,CB
3531,J. Okore,CB,CB
3532,G. Saville,CM,CDM
3533,M. Frey,ST,ST
3534,S. Byram,RB,RB
3535,O. Nguette,LW,LM
3536,M. Flekken,GK,GK
3537,E. Roco,CB,CB
3538,W. Trapp,CDM,CDM
3539,S. Piette,CDM,CDM
3540,A. Fransson,CM,CDM
3541,G. Celis,CDM,CDM
3542,J. Nieto,CM,CM
3543,J. Toljan,RB,RB
3544,G. Ortíz,CB,CB
3545,L. Faravelli,CM,LB
3546,V. García,RB,LB
3547,Y. Kubo,CAM,CAM
3548,N. Gyömbér,CB,CB
3549,C. Falletti,CAM,CAM
3550,Alex Alegría,ST,ST
3551,F. Ricci,RW,RM
3552,Léo Bonatini,ST,ST
3553,G. Poblete,CDM,CDM
3554,J. Riedewald,CB,CDM
3555,E. Thommy,LM,LM
3556,S. Moreo,ST,ST
3557,F. Diedhiou,ST,ST
3558,M. Doumbia,LM,RM
3559,A. Tashaev,LM,CAM
3560,M. Mahi,ST,LM
3561,D. Álvarez,RM,LM
3562,C. Guanca,ST,ST
3563,Y. Boli,ST,ST
3564,A. Tarek,CB,CB
3565,Dalmau,ST,ST
3566,A. Warda,RM,RM
3567,J. Attamah,CB,CB
3568,L. Höler,ST,ST
3569,A. Sedlar,CB,CB
3570,L. Rosić,CB,CB
3571,J. Menéndez,LM,RW
3572,Pedrinho,CAM,CAM
3573,G. Kvilitaia,ST,ST
3574,N. Moumi Ngamaleu,LM,ST
3575,L. Blessing,CAM,CAM
3576,A. Abedzadeh,GK,GK
3577,Alexandre Guedes,ST,ST
3578,C. Antwi-Adjej,LM,RM
3579,C. Zimmermann,CB,CB
3580,Y. Bárcenas,RM,LM
3581,J. El Yamiq,CB,CB
3582,A. Shabanov,CB,CB
3583,M. Jevtović,CDM,CB
3584,A. Helal,ST,ST
3585,K. Bartley,CB,CB
3586,E. Muñoz,CB,CB
3587,A. Saldívar,GK,GK
3588,V. Sasso,CB,CB
3589,M. Henriksen,CDM,CDM
3590,W. Foderingham,GK,GK
3591,V. Belec,GK,GK
3592,M. Hector,CB,CB
3593,Lucas Piazon,RW,CAM
3594,M. Bruno,RM,LM
3595,A. Ba,CB,CB
3596,O. Lewicki,CB,CDM
3597,J. Akpa Akpro,CM,RB
3598,D. Jevtić,CAM,CAM
3599,J. Giraudon,CB,CB
3600,J. Velázquez,CB,CB
3601,K. Sema,LM,LM
3602,Aketxe,CAM,CAM
3603,E. Brítez,CB,RB
3604,Dankler,CB,CB
3605,M. Diemers,CAM,LM
3606,J. Güemez,CDM,CDM
3607,M. Thiam,ST,ST
3608,M. Al Buraik,RB,LB
3609,J. Correa,ST,ST
3610,A. Bouchalakis,CM,CDM
3611,Sergio Herrera,GK,GK
3612,V. Salazar,RB,RB
3613,K. Narey,RM,LM
3614,Bruno Gaspar,RB,RB
3615,Thiago Santana,ST,ST
3616,Jhonatan,GK,GK
3617,S. Memišević,CB,CB
3618,L. Štetina,CB,CB
3619,A. Smithies,GK,GK
3620,L. Ayling,RB,RB
3621,D. Polenta,CB,CB
3622,M. Johansson,RB,RB
3623,S. Johnson,GK,GK
3624,R. Sawyers,CM,CM
3625,M. Zimmermann,RB,CDM
3626,A. Forshaw,CM,CM
3627,J. Börner,CB,CB
3628,J. Iturbe,RW,RM
3629,L. Hejda,CB,CB
3630,T. Xhaka,CDM,CDM
3631,Fernando Canesín,CAM,CAM
3632,T. Sušić,CM,CAM
3633,Pulido,CB,CB
3634,C. Knasmüllner,CAM,CAM
3635,R. Žulj,CAM,CAM
3636,R. Matos,RW,ST
3637,K. McLean,CM,CM
3638,I. Kovács,CAM,CAM
3639,I. Balliu,RB,LB
3640,V. Misidjan,RW,RM
3641,A. Benali,CM,CAM
3642,T. Smith,RB,RB
3643,M. Trotta,ST,ST
3644,M. Seuntjens,ST,LM
3645,M. Wagué,CB,CB
3646,Vako,LM,LM
3647,S. Peeters,CM,CAM
3648,Rafael Silva,ST,ST
3649,O. Tannane,RM,CAM
3650,A. Yiadom,RB,RB
3651,R. Ripart,ST,LM
3652,A. Mühling,CM,CM
3653,João Teixeira,LM,CAM
3654,Y. Al Shahrani,LB,RB
3655,A. Struna,CB,CB
3656,M. Al Owais,GK,GK
3657,Carlos Hernández,CB,CB
3658,A. Voglsammer,ST,ST
3659,G. Zardes,ST,ST
3660,J. Marié,CM,CDM
3661,S. Barreiro,CB,CB
3662,J. Rojas,RM,LM
3663,R. Gómez,LM,RM
3664,E. Olivera,CB,CB
3665,G. Peruzzi,RB,LB
3666,R. Emond,ST,ST
3667,Danilo,LB,RB
3668,F. Ben Mustapha,GK,GK
3669,Simy,ST,ST
3670,Rober Ibáñez,RM,CAM
3671,A. Pešić,ST,ST
3672,O. Rivero,ST,ST
3673,L. Mancuso,ST,ST
3674,Tiago,CB,CB
3675,M. Hawsawi,CB,CB
3676,A. Canelo,ST,LM
3677,M. Jonjić,CB,CB
3678,R. Lod,LM,CAM
3679,A. Issoko,RB,RB
3680,C. Fai,RB,RB
3681,João Amaral,CAM,RM
3682,K. Rezaei,ST,ST
3683,O. Kanté,CB,CB
3684,J. González,RB,CB
3685,B. Planić,CB,CB
3686,M. Rosenberg,ST,ST
3687,F. Coloccini,CB,CB
3688,C. Gordon,GK,GK
3689,L. Grant,GK,GK
3690,T. Huddlestone,CDM,CB
3691,C. Terzi,CB,CB
3692,M. Rensing,GK,GK
3693,G. Pazzini,ST,ST
3694,A. Rosina,RW,CAM
3695,D. Maietta,CB,CB
3696,Y. Endo,CM,CM
3697,S. Bossut,GK,GK
3698,Aitor Sanz,CDM,CDM
3699,I. Damonte,CM,CDM
3700,J. Bottinelli,CB,CB
3701,L. Pocrnjic,GK,GK
3702,A. Cordaz,GK,GK
3703,C. Jallet,RB,LB
3704,E. Barreto,CM,CDM
3705,V. Găman,CB,CB
3706,C. Lucchetti,GK,GK
3707,G. Fernández,CAM,CAM
3708,S. Carson,GK,GK
3709,N. Asare,LB,LB
3710,K. Reichel,LB,LB
3711,J. Beausejour,LB,LB
3712,J. Barroso,CB,CB
3713,J. Pitroipa,CAM,RM
3714,N. Champagne,GK,GK
3715,P. Bardsley,RB,RB
3716,B. Sagna,RB,RB
3717,N. Lombaerts,CB,CB
3718,Eduardo,GK,GK
3719,B. Guzan,GK,GK
3720,C. Théréau,LW,ST
3721,S. Ward,LB,RB
3722,N. Navarro,GK,GK
3723,R. Elm,CM,CAM
3724,K. Nababkin,LB,CB
3725,S. Kaya,CB,CB
3726,Y. Cahuzac,CDM,CDM
3727,J. Sorbon,CB,CB
3728,Omar Ramos,RM,LM
3729,M. Suttner,LB,LB
3730,S. Floccari,ST,ST
3731,R. Shawcross,CB,CB
3732,R. Shotton,CB,CB
3733,Christian Fernández,CB,CB
3734,De la Bella,LB,LB
3735,J. Basanta,CB,CB
3736,David Fernández,CB,CB
3737,O. Kaya,CAM,CAM
3738,P. Kone,CAM,CAM
3739,F. Dionisi,ST,ST
3740,F. Ceravolo,ST,ST
3741,B. Feilhaber,CM,CM
3742,Mateus,LM,LM
3743,R. De Laet,RB,RB
3744,Kwoun Sun Tae,GK,GK
3745,Choi Chul Soon,RB,RB
3746,A. Ramos,ST,ST
3747,L. Jutkiewicz,ST,ST
3748,M. Iturra,CDM,CDM
3749,Suso Santana,RM,RM
3750,H. Özmert,CDM,CDM
3751,A. Jędrzejczyk,CB,CB
3752,Bueno,CAM,CAM
3753,Sergio Sánchez,CB,CB
3754,A. Cerci,RW,LM
3755,D. Ciofani,ST,ST
3756,Bracali,GK,GK
3757,U. Demirok,CB,CB
3758,M. Gavranović,ST,ST
3759,M. Heller,RM,RM
3760,E. Derdiyok,ST,ST
3761,Fernandinho Silva,LM,LM
3762,K. Nakamura,CAM,CM
3763,D. McGoldrick,ST,ST
3764,M. Kozáčik,GK,GK
3765,M. Martins,ST,ST
3766,A. Wilkinson,CB,CB
3767,Hao Junmin,CM,CM
3768,Yu Hanchao,LM,RM
3769,M. Langerak,GK,GK
3770,C. Beauvue,ST,ST
3771,L. Barrios,ST,ST
3772,M. Škoda,ST,ST
3773,J. Morávek,CM,CAM
3774,F. Lemoine,CDM,CDM
3775,A. Weber,CB,CB
3776,E. Mulder,GK,GK
3777,T. Chevalier,RW,ST
3778,N. Roux,ST,ST
3779,Orlando Sá,ST,ST
3780,Ricardo Ferreira,GK,GK
3781,M. Diskerud,CM,CAM
3782,M. Pazdan,CB,CB
3783,M. Coda,ST,ST
3784,D. Kadah,CAM,ST
3785,V. Forren,CB,CB
3786,O. Nyland,GK,GK
3787,M. Rybus,LB,LB
3788,A. Clayton,CDM,CDM
3789,K. Adénon,CB,CB
3790,K. Naughton,RB,RB
3791,G. Vural,LB,LB
3792,Alberto,GK,GK
3793,A. Adomah,RM,LM
3794,J. Montero,LM,LM
3795,R. Wolf,GK,GK
3796,M. Diouf,ST,ST
3797,J. Pereira,CB,CB
3798,Sandro Manoel,CDM,CDM
3799,R. Vargas,CAM,CAM
3800,Simao Mate,CDM,CB
3801,L. Immers,CM,CM
3802,R. Gutiérrez,ST,ST
3803,F. Cacciatore,RB,RB
3804,A. Budimir,ST,ST
3805,S. Wuytens,CB,CDM
3806,M. Iori,CM,CDM
3807,R. Meggiorini,ST,ST
3808,P. Schiattarella,CM,CM
3809,M. Sau,ST,LW
3810,L. Kozák,ST,ST
3811,Laure,RB,RB
3812,L. Siligardi,RW,LM
3813,Thiago Cionek,CB,CB
3814,C. Pinsoglio,GK,GK
3815,F. Jungwirth,CB,CB
3816,L. Ariaudo,CB,CB
3817,Diego Farías,ST,LW
3818,A. Rispoli,RB,RB
3819,Álvaro,ST,ST
3820,Fábio,RB,RB
3821,Da Costa,GK,GK
3822,M. Vejinović,CM,CB
3823,S. Armenteros,ST,ST
3824,C. Nhamoinesu,CB,CB
3825,Y. Ravet,RM,LM
3826,P. Tachtsidis,CM,CDM
3827,Guedes,ST,ST
3828,E. Adu,CM,CDM
